sample_id	genotype_id	phenotype	file_name	md5	URL
NA12286_H3K27ac	NA12286	H3K27ac	E-MTAB-3657.IP_12286_H3K27ac_120628_5_sorted.bam	d056ac7ac9336421bdd1032e85e096d3	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12286_H3K27ac_120628_5_sorted.bam
NA12286_H3K4me1	NA12286	H3K4me1	E-MTAB-3657.IP_12286_H3K4me1_merge_sorted.bam	236066db5f5b0923521cdb090d550a59	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12286_H3K4me1_merge_sorted.bam
NA12286_H3K4me3	NA12286	H3K4me3	E-MTAB-3657.IP_12286_H3K4me3_120521_8_sorted.bam	ad6f22e14c6d52dce7c06c75e7439cfb	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12286_H3K4me3_120521_8_sorted.bam
NA12286_PU1	NA12286	PU1	E-MTAB-3657.IP_12286_PU1_120521_8_sorted.bam	988c5a1965741445da6cbaf0e4644756	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12286_PU1_120521_8_sorted.bam
NA12286_RPB2	NA12286	RPB2	E-MTAB-3657.IP_12286_RPB2_merge_sorted.bam	d4c4625fb6c7fc4b5de2a69ff9e53dc4	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12286_RPB2_merge_sorted.bam
NA12287_H3K27ac	NA12287	H3K27ac	E-MTAB-3657.IP_12287_H3K27ac_120628_5_sorted.bam	75862cc12f38cb8ce8369f9c3e8fb31a	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12287_H3K27ac_120628_5_sorted.bam
NA12287_H3K4me1	NA12287	H3K4me1	E-MTAB-3657.IP_12287_H3K4me1_merge_sorted.bam	19ff86e3a0455f27d5d45a325b4be5f8	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12287_H3K4me1_merge_sorted.bam
NA12287_H3K4me3	NA12287	H3K4me3	E-MTAB-3657.IP_12287_H3K4me3_merge_sorted.bam	6ea093572b0872663b81da52bdf2aada	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12287_H3K4me3_merge_sorted.bam
NA12287_PU1	NA12287	PU1	E-MTAB-3657.IP_12287_PU1_120605_6_sorted.bam	33505a4f95b838b867e0d15b4f01f016	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12287_PU1_120605_6_sorted.bam
NA12287_RPB2	NA12287	RPB2	E-MTAB-3657.IP_12287_RPB2_merge_sorted.bam	a50f62d0213301f0440d05a3dd722a5f	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12287_RPB2_merge_sorted.bam
NA12383_H3K27ac	NA12383	H3K27ac	E-MTAB-3657.IP_12383_H3K27ac_120628_5_sorted.bam	417437d2275ef78b25c530e27e5d7541	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12383_H3K27ac_120628_5_sorted.bam
NA12383_H3K4me1	NA12383	H3K4me1	E-MTAB-3657.IP_12383_H3K4me1_merge_sorted.bam	134e8b1eca1bf5647e464681668d8e62	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12383_H3K4me1_merge_sorted.bam
NA12383_H3K4me3	NA12383	H3K4me3	E-MTAB-3657.IP_12383_H3K4me3_merge_sorted.bam	898d981dfc9bb5605d1d857e38f21bc3	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12383_H3K4me3_merge_sorted.bam
NA12383_PU1	NA12383	PU1	E-MTAB-3657.IP_12383_PU1_120605_6_sorted.bam	f66546c67ca31ea649a10abfd333bb5b	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12383_PU1_120605_6_sorted.bam
NA12383_RPB2	NA12383	RPB2	E-MTAB-3657.IP_12383_RPB2_merge_sorted.bam	f1185a113fa9105c8895c1ecb0234ba7	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12383_RPB2_merge_sorted.bam
NA12489_H3K27ac	NA12489	H3K27ac	E-MTAB-3657.IP_12489_H3K27ac_120628_6_sorted.bam	568bfc22170bb56fb9848095fbfa93eb	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12489_H3K27ac_120628_6_sorted.bam
NA12489_H3K4me1	NA12489	H3K4me1	E-MTAB-3657.IP_12489_H3K4me1_merge_sorted.bam	71a8755d8dd954712f6cab719be13f1b	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12489_H3K4me1_merge_sorted.bam
NA12489_H3K4me3	NA12489	H3K4me3	E-MTAB-3657.IP_12489_H3K4me3_120605_7_sorted.bam	dc9f5c184bd0357690ef6fa0e5fd4cdc	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12489_H3K4me3_120605_7_sorted.bam
NA12489_PU1	NA12489	PU1	E-MTAB-3657.IP_12489_PU1_120605_7_sorted.bam	734ecf4ddc67c2a47eb7b533a2206759	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12489_PU1_120605_7_sorted.bam
NA12489_RPB2	NA12489	RPB2	E-MTAB-3657.IP_12489_RPB2_merge_sorted.bam	91bd0b61debc3026f0fa7f15c344616c	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12489_RPB2_merge_sorted.bam
NA12750_H3K27ac	NA12750	H3K27ac	E-MTAB-3657.IP_12750_H3K27ac_120628_6_sorted.bam	e76f2756fc05d21b7f57cbd8d1b46cb6	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12750_H3K27ac_120628_6_sorted.bam
NA12750_H3K4me1	NA12750	H3K4me1	E-MTAB-3657.IP_12750_H3K4me1_merge_sorted.bam	a7e995f524b31984db5bf6a8c337dfa4	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12750_H3K4me1_merge_sorted.bam
NA12750_H3K4me3	NA12750	H3K4me3	E-MTAB-3657.IP_12750_H3K4me3_merge_sorted.bam	44ded60d1331957788b9e77765401bee	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12750_H3K4me3_merge_sorted.bam
NA12750_PU1	NA12750	PU1	E-MTAB-3657.IP_12750_PU1_120521_1_sorted.bam	6924766ad9532c2a28c6c8f05ac78e52	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12750_PU1_120521_1_sorted.bam
NA12750_RPB2	NA12750	RPB2	E-MTAB-3657.IP_12750_RPB2_120515_4_sorted.bam	14fcfd30d63830b6e8ad869761fc1848	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12750_RPB2_120515_4_sorted.bam
NA12760_H3K27ac	NA12760	H3K27ac	E-MTAB-3657.IP_12760_H3K27ac_120628_3_sorted.bam	5a56155f723d78227eb76f041f2eb3b3	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12760_H3K27ac_120628_3_sorted.bam
NA12760_H3K4me1	NA12760	H3K4me1	E-MTAB-3657.IP_12760_H3K4me1_merge_sorted.bam	dadaefb5788ba059858574d160c35a6f	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12760_H3K4me1_merge_sorted.bam
NA12760_H3K4me3	NA12760	H3K4me3	E-MTAB-3657.IP_12760_H3K4me3_120521_3_sorted.bam	d189ac3c3920861e54ff2ad1238da529	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12760_H3K4me3_120521_3_sorted.bam
NA12760_PU1	NA12760	PU1	E-MTAB-3657.IP_12760_PU1_merge_sorted.bam	0044abc5095800c978a59d70700f8b2a	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12760_PU1_merge_sorted.bam
NA12760_RPB2	NA12760	RPB2	E-MTAB-3657.IP_12760_RPB2_merge_sorted.bam	fe96503951c0127224abd655345c2bf0	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12760_RPB2_merge_sorted.bam
NA12761_H3K27ac	NA12761	H3K27ac	E-MTAB-3657.IP_12761_H3K27ac_merge_sorted.bam	6c50c017632c3fe988bb1ade437b6778	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12761_H3K27ac_merge_sorted.bam
NA12761_H3K4me1	NA12761	H3K4me1	E-MTAB-3657.IP_12761_H3K4me1_merge_sorted.bam	cd55171274c53c9e411d67d147e66cfa	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12761_H3K4me1_merge_sorted.bam
NA12761_H3K4me3	NA12761	H3K4me3	E-MTAB-3657.IP_12761_H3K4me3_120521_2_sorted.bam	f9fb6442a68437457564b0d4b2b292da	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12761_H3K4me3_120521_2_sorted.bam
NA12761_PU1	NA12761	PU1	E-MTAB-3657.IP_12761_PU1_120521_2_sorted.bam	050a829b5895fee267ae22699f57b95d	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12761_PU1_120521_2_sorted.bam
NA12761_RPB2	NA12761	RPB2	E-MTAB-3657.IP_12761_RPB2_120726_2_sorted.bam	c1aa3c4e8c17c14a4b8f84c75d5f06de	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12761_RPB2_120726_2_sorted.bam
NA12762_H3K27ac	NA12762	H3K27ac	E-MTAB-3657.IP_12762_H3K27ac_120628_6_sorted.bam	d582d40c52ed9bcd99e9b604c8c803c8	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12762_H3K27ac_120628_6_sorted.bam
NA12762_H3K4me1	NA12762	H3K4me1	E-MTAB-3657.IP_12762_H3K4me1_merge_sorted.bam	2c07da0d9ea4960844c6fa8e1bad5df2	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12762_H3K4me1_merge_sorted.bam
NA12762_H3K4me3	NA12762	H3K4me3	E-MTAB-3657.IP_12762_H3K4me3_120521_3_sorted.bam	5c742a52869092d39633b96131ed4320	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12762_H3K4me3_120521_3_sorted.bam
NA12762_PU1	NA12762	PU1	E-MTAB-3657.IP_12762_PU1_merge_sorted.bam	336ad6de0fedfd918dbd55adc4bea287	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12762_PU1_merge_sorted.bam
NA12762_RPB2	NA12762	RPB2	E-MTAB-3657.IP_12762_RPB2_120515_8_sorted.bam	8de0f2542bc0a2e7a9ee15d36d4d7757	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12762_RPB2_120515_8_sorted.bam
NA12763_H3K27ac	NA12763	H3K27ac	E-MTAB-3657.IP_12763_H3K27ac_120628_7_sorted.bam	903e32589a24c94f35b4c638daeb3c3d	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12763_H3K27ac_120628_7_sorted.bam
NA12763_H3K4me1	NA12763	H3K4me1	E-MTAB-3657.IP_12763_H3K4me1_merge_sorted.bam	d39f5d26f57e4485d983bd6c3a84007e	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12763_H3K4me1_merge_sorted.bam
NA12763_H3K4me3	NA12763	H3K4me3	E-MTAB-3657.IP_12763_H3K4me3_120605_7_sorted.bam	0ac0cf90abbbad89f81d12dd4b2a6bf5	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12763_H3K4me3_120605_7_sorted.bam
NA12763_PU1	NA12763	PU1	E-MTAB-3657.IP_12763_PU1_120612_4_sorted.bam	359ab17539acb4c2c33ac0c91f0b8791	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12763_PU1_120612_4_sorted.bam
NA12763_RPB2	NA12763	RPB2	E-MTAB-3657.IP_12763_RPB2_merge_sorted.bam	9ccc673bbd94b376cd7ab41bb42f4482	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12763_RPB2_merge_sorted.bam
NA12776_H3K27ac	NA12776	H3K27ac	E-MTAB-3657.IP_12776_H3K27ac_120628_7_sorted.bam	91260d29e497117de974adea3a58688c	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12776_H3K27ac_120628_7_sorted.bam
NA12776_H3K4me1	NA12776	H3K4me1	E-MTAB-3657.IP_12776_H3K4me1_merge_sorted.bam	58750435e7b4b3f2b731d148369c9a7c	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12776_H3K4me1_merge_sorted.bam
NA12776_H3K4me3	NA12776	H3K4me3	E-MTAB-3657.IP_12776_H3K4me3_120521_2_sorted.bam	1e74f8a759e84868520f753d92b980ef	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12776_H3K4me3_120521_2_sorted.bam
NA12776_PU1	NA12776	PU1	E-MTAB-3657.IP_12776_PU1_120605_5_sorted.bam	db09808efa12a12ef2e804a4882496f5	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12776_PU1_120605_5_sorted.bam
NA12776_RPB2	NA12776	RPB2	E-MTAB-3657.IP_12776_RPB2_merge_sorted.bam	9b81e958fa6f578ce9982ff3fdaa9409	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12776_RPB2_merge_sorted.bam
NA12812_H3K27ac	NA12812	H3K27ac	E-MTAB-3657.IP_12812_H3K27ac_120628_7_sorted.bam	1cd1317dd2cd491770d2cb1ca8f03b6b	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12812_H3K27ac_120628_7_sorted.bam
NA12812_H3K4me1	NA12812	H3K4me1	E-MTAB-3657.IP_12812_H3K4me1_merge_sorted.bam	1fb3f6a8fd2ea3e85b09b98d6b2c3d0e	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12812_H3K4me1_merge_sorted.bam
NA12812_H3K4me3	NA12812	H3K4me3	E-MTAB-3657.IP_12812_H3K4me3_120521_3_sorted.bam	ee0465d30de9a8e9915aec8acbfeea63	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12812_H3K4me3_120521_3_sorted.bam
NA12812_PU1	NA12812	PU1	E-MTAB-3657.IP_12812_PU1_120605_8_sorted.bam	7e78144baed04e5f4b1bbb023044e4b8	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12812_PU1_120605_8_sorted.bam
NA12812_RPB2	NA12812	RPB2	E-MTAB-3657.IP_12812_RPB2_120515_5_sorted.bam	ae0d9ede4301f2daaf0f5e49a11463b3	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12812_RPB2_120515_5_sorted.bam
NA12813_H3K27ac	NA12813	H3K27ac	E-MTAB-3657.IP_12813_H3K27ac_120628_4_sorted.bam	9cf6c85d94f4fd8f8601d7bba8f55ffa	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12813_H3K27ac_120628_4_sorted.bam
NA12813_H3K4me1	NA12813	H3K4me1	E-MTAB-3657.IP_12813_H3K4me1_merge_sorted.bam	209c1a4b1830a513dfd44b0eb8384655	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12813_H3K4me1_merge_sorted.bam
NA12813_H3K4me3	NA12813	H3K4me3	E-MTAB-3657.IP_12813_H3K4me3_merge_sorted.bam	1d1b506e855ef0164f2e9369d10f944d	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12813_H3K4me3_merge_sorted.bam
NA12813_PU1	NA12813	PU1	E-MTAB-3657.IP_12813_PU1_120521_4_sorted.bam	10890883bfb1b017373e254f62a915f8	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12813_PU1_120521_4_sorted.bam
NA12813_RPB2	NA12813	RPB2	E-MTAB-3657.IP_12813_RPB2_merge_sorted.bam	73fffb864600f024ff6611df975b7ecc	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12813_RPB2_merge_sorted.bam
NA12814_H3K27ac	NA12814	H3K27ac	E-MTAB-3657.IP_12814_H3K27ac_120628_7_sorted.bam	ca81dd06d98c3576c16a2e4e38d973ff	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12814_H3K27ac_120628_7_sorted.bam
NA12814_H3K4me1	NA12814	H3K4me1	E-MTAB-3657.IP_12814_H3K4me1_merge_sorted.bam	b71bec66300093d9828199a79f739384	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12814_H3K4me1_merge_sorted.bam
NA12814_H3K4me3	NA12814	H3K4me3	E-MTAB-3657.IP_12814_H3K4me3_120521_4_sorted.bam	e1f18489aadb95dbb666deb3e038ddb4	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12814_H3K4me3_120521_4_sorted.bam
NA12814_PU1	NA12814	PU1	E-MTAB-3657.IP_12814_PU1_merge_sorted.bam	715d200e6f7f71b835965355f6e43b8f	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12814_PU1_merge_sorted.bam
NA12814_RPB2	NA12814	RPB2	E-MTAB-3657.IP_12814_RPB2_120815_4_sorted.bam	d86cd14477f9e80e61e35a1f488ae1f7	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12814_RPB2_120815_4_sorted.bam
NA12815_H3K27ac	NA12815	H3K27ac	E-MTAB-3657.IP_12815_H3K27ac_120628_8_sorted.bam	8d6c9b98be7a6a905adeab1a34751ede	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12815_H3K27ac_120628_8_sorted.bam
NA12815_H3K4me1	NA12815	H3K4me1	E-MTAB-3657.IP_12815_H3K4me1_merge_sorted.bam	2976f6c8624c8ae6531a303e5bf38912	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12815_H3K4me1_merge_sorted.bam
NA12815_H3K4me3	NA12815	H3K4me3	E-MTAB-3657.IP_12815_H3K4me3_120521_5_sorted.bam	ea47173d871b084c19f64e2904fe3bf7	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12815_H3K4me3_120521_5_sorted.bam
NA12815_PU1	NA12815	PU1	E-MTAB-3657.IP_12815_PU1_120605_8_sorted.bam	2abbd4a4d64e9a1bbd88d8f10c46dfed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12815_PU1_120605_8_sorted.bam
NA12815_RPB2	NA12815	RPB2	E-MTAB-3657.IP_12815_RPB2_120515_5_sorted.bam	8c08d0d03a59c08eeabd6024e5878cdd	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12815_RPB2_120515_5_sorted.bam
NA12873_H3K27ac	NA12873	H3K27ac	E-MTAB-3657.IP_12873_H3K27ac_120628_8_sorted.bam	a9c55e73552032ffca689e172fd3c1bb	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12873_H3K27ac_120628_8_sorted.bam
NA12873_H3K4me1	NA12873	H3K4me1	E-MTAB-3657.IP_12873_H3K4me1_merge_sorted.bam	a1e5ee4c0839d712406cee1b676242fa	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12873_H3K4me1_merge_sorted.bam
NA12873_H3K4me3	NA12873	H3K4me3	E-MTAB-3657.IP_12873_H3K4me3_120605_4_sorted.bam	4b20375f5b4dafa0981ac30bf437cede	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12873_H3K4me3_120605_4_sorted.bam
NA12873_PU1	NA12873	PU1	E-MTAB-3657.IP_12873_PU1_merge_sorted.bam	146d25ec6defe6be4bfcb76a47252a98	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12873_PU1_merge_sorted.bam
NA12873_RPB2	NA12873	RPB2	E-MTAB-3657.IP_12873_RPB2_merge_sorted.bam	3127d05c2ba4ffd1dc05f93c48e1fe47	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12873_RPB2_merge_sorted.bam
